"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"13/01/2025 05:15:00 - 13/01/2025 05:30:00","BZN|DE-LU","Sequence 2","102.5","",""
"13/01/2025 05:30:00 - 13/01/2025 05:45:00","BZN|DE-LU","Sequence 1","110.11","",""
"13/01/2025 05:30:00 - 13/01/2025 05:45:00","BZN|DE-LU","Sequence 2","113.9","",""
"13/01/2025 05:45:00 - 13/01/2025 06:00:00","BZN|DE-LU","Sequence 1","110.11","",""
"13/01/2025 05:45:00 - 13/01/2025 06:00:00","BZN|DE-LU","Sequence 2","125.0","",""
"13/01/2025 06:00:00 - 13/01/2025 06:15:00","BZN|DE-LU","Sequence 1","140.28","",""
"13/01/2025 06:00:00 - 13/01/2025 06:15:00","BZN|DE-LU","Sequence 2","90.01","",""
"13/01/2025 06:15:00 - 13/01/2025 06:30:00","BZN|DE-LU","Sequence 1","140.28","",""
"13/01/2025 06:15:00 - 13/01/2025 06:30:00","BZN|DE-LU","Sequence 2","123.6","",""
"13/01/2025 06:30:00 - 13/01/2025 06:45:00","BZN|DE-LU","Sequence 1","140.28","",""
"13/01/2025 06:30:00 - 13/01/2025 06:45:00","BZN|DE-LU","Sequence 2","141.1","",""
"13/01/2025 06:45:00 - 13/01/2025 07:00:00","BZN|DE-LU","Sequence 1","140.28","",""
"13/01/2025 06:45:00 - 13/01/2025 07:00:00","BZN|DE-LU","Sequence 2","163.7","",""
"13/01/2025 07:00:00 - 13/01/2025 07:15:00","BZN|DE-LU","Sequence 1","181.92","",""
"13/01/2025 07:00:00 - 13/01/2025 07:15:00","BZN|DE-LU","Sequence 2","119.9","",""
"13/01/2025 07:15:00 - 13/01/2025 07:30:00","BZN|DE-LU","Sequence 1","181.92","",""
"13/01/2025 07:15:00 - 13/01/2025 07:30:00","BZN|DE-LU","Sequence 2","137.0","",""
"13/01/2025 07:30:00 - 13/01/2025 07:45:00","BZN|DE-LU","Sequence 1","181.92","",""
"13/01/2025 07:30:00 - 13/01/2025 07:45:00","BZN|DE-LU","Sequence 2","153.4","",""
"13/01/2025 07:45:00 - 13/01/2025 08:00:00","BZN|DE-LU","Sequence 1","181.92","",""
"13/01/2025 07:45:00 - 13/01/2025 08:00:00","BZN|DE-LU","Sequence 2","186.2","",""
"13/01/2025 08:00:00 - 13/01/2025 08:15:00","BZN|DE-LU","Sequence 1","223.09","",""
"13/01/2025 08:00:00 - 13/01/2025 08:15:00","BZN|DE-LU","Sequence 2","162.4","",""
"13/01/2025 08:15:00 - 13/01/2025 08:30:00","BZN|DE-LU","Sequence 1","223.09","",""
"13/01/2025 08:15:00 - 13/01/2025 08:30:00","BZN|DE-LU","Sequence 2","163.9","",""
"13/01/2025 08:30:00 - 13/01/2025 08:45:00","BZN|DE-LU","Sequence 1","223.09","",""
"13/01/2025 08:30:00 - 13/01/2025 08:45:00","BZN|DE-LU","Sequence 2","164.5","",""
"13/01/2025 08:45:00 - 13/01/2025 09:00:00","BZN|DE-LU","Sequence 1","223.09","",""
"13/01/2025 08:45:00 - 13/01/2025 09:00:00","BZN|DE-LU","Sequence 2","161.3","",""
"13/01/2025 09:00:00 - 13/01/2025 09:15:00","BZN|DE-LU","Sequence 1","174.09","",""
"13/01/2025 09:00:00 - 13/01/2025 09:15:00","BZN|DE-LU","Sequence 2","187.43","",""
"13/01/2025 09:15:00 - 13/01/2025 09:30:00","BZN|DE-LU","Sequence 1","174.09","",""
"13/01/2025 09:15:00 - 13/01/2025 09:30:00","BZN|DE-LU","Sequence 2","169.96","",""
"13/01/2025 09:30:00 - 13/01/2025 09:45:00","BZN|DE-LU","Sequence 1","174.09","",""
"13/01/2025 09:30:00 - 13/01/2025 09:45:00","BZN|DE-LU","Sequence 2","143.5","",""
"13/01/2025 09:45:00 - 13/01/2025 10:00:00","BZN|DE-LU","Sequence 1","174.09","",""
"13/01/2025 09:45:00 - 13/01/2025 10:00:00","BZN|DE-LU","Sequence 2","125.9","",""
"13/01/2025 10:00:00 - 13/01/2025 10:15:00","BZN|DE-LU","Sequence 1","141.69","",""
"13/01/2025 10:00:00 - 13/01/2025 10:15:00","BZN|DE-LU","Sequence 2","169.91","",""
"13/01/2025 10:15:00 - 13/01/2025 10:30:00","BZN|DE-LU","Sequence 1","141.69","",""
"13/01/2025 10:15:00 - 13/01/2025 10:30:00","BZN|DE-LU","Sequence 2","139.7","",""
"13/01/2025 10:30:00 - 13/01/2025 10:45:00","BZN|DE-LU","Sequence 1","141.69","",""
"13/01/2025 10:30:00 - 13/01/2025 10:45:00","BZN|DE-LU","Sequence 2","128.7","",""
"13/01/2025 10:45:00 - 13/01/2025 11:00:00","BZN|DE-LU","Sequence 1","141.69","",""
"13/01/2025 10:45:00 - 13/01/2025 11:00:00","BZN|DE-LU","Sequence 2","114.1","",""
"13/01/2025 11:00:00 - 13/01/2025 11:15:00","BZN|DE-LU","Sequence 1","115.73","",""
"13/01/2025 11:00:00 - 13/01/2025 11:15:00","BZN|DE-LU","Sequence 2","141.9","",""
"13/01/2025 11:15:00 - 13/01/2025 11:30:00","BZN|DE-LU","Sequence 1","115.73","",""
"13/01/2025 11:15:00 - 13/01/2025 11:30:00","BZN|DE-LU","Sequence 2","128.0","",""
"13/01/2025 11:30:00 - 13/01/2025 11:45:00","BZN|DE-LU","Sequence 1","115.73","",""
"13/01/2025 11:30:00 - 13/01/2025 11:45:00","BZN|DE-LU","Sequence 2","123.1","",""
"13/01/2025 11:45:00 - 13/01/2025 12:00:00","BZN|DE-LU","Sequence 1","115.73","",""
"13/01/2025 11:45:00 - 13/01/2025 12:00:00","BZN|DE-LU","Sequence 2","120.19","",""
"13/01/2025 12:00:00 - 13/01/2025 12:15:00","BZN|DE-LU","Sequence 1","104.1","",""
"13/01/2025 12:00:00 - 13/01/2025 12:15:00","BZN|DE-LU","Sequence 2","124.9","",""
"13/01/2025 12:15:00 - 13/01/2025 12:30:00","BZN|DE-LU","Sequence 1","104.1","",""
"13/01/2025 12:15:00 - 13/01/2025 12:30:00","BZN|DE-LU","Sequence 2","116.79","",""
"13/01/2025 12:30:00 - 13/01/2025 12:45:00","BZN|DE-LU","Sequence 1","104.1","",""
"13/01/2025 12:30:00 - 13/01/2025 12:45:00","BZN|DE-LU","Sequence 2","120.5","",""
"13/01/2025 12:45:00 - 13/01/2025 13:00:00","BZN|DE-LU","Sequence 1","104.1","",""
"13/01/2025 12:45:00 - 13/01/2025 13:00:00","BZN|DE-LU","Sequence 2","113.0","",""
"13/01/2025 13:00:00 - 13/01/2025 13:15:00","BZN|DE-LU","Sequence 1","103.04","",""
"13/01/2025 13:00:00 - 13/01/2025 13:15:00","BZN|DE-LU","Sequence 2","111.01","",""
"13/01/2025 13:15:00 - 13/01/2025 13:30:00","BZN|DE-LU","Sequence 1","103.04","",""
"13/01/2025 13:15:00 - 13/01/2025 13:30:00","BZN|DE-LU","Sequence 2","119.5","",""
"13/01/2025 13:30:00 - 13/01/2025 13:45:00","BZN|DE-LU","Sequence 1","103.04","",""
"13/01/2025 13:30:00 - 13/01/2025 13:45:00","BZN|DE-LU","Sequence 2","119.5","",""
"13/01/2025 13:45:00 - 13/01/2025 14:00:00","BZN|DE-LU","Sequence 1","103.04","",""
"13/01/2025 13:45:00 - 13/01/2025 14:00:00","BZN|DE-LU","Sequence 2","119.6","",""
"13/01/2025 14:00:00 - 13/01/2025 14:15:00","BZN|DE-LU","Sequence 1","104.67","",""
"13/01/2025 14:00:00 - 13/01/2025 14:15:00","BZN|DE-LU","Sequence 2","100.4","",""
"13/01/2025 14:15:00 - 13/01/2025 14:30:00","BZN|DE-LU","Sequence 1","104.67","",""
"13/01/2025 14:15:00 - 13/01/2025 14:30:00","BZN|DE-LU","Sequence 2","122.2","",""
"13/01/2025 14:30:00 - 13/01/2025 14:45:00","BZN|DE-LU","Sequence 1","104.67","",""
"13/01/2025 14:30:00 - 13/01/2025 14:45:00","BZN|DE-LU","Sequence 2","132.2","",""
"13/01/2025 14:45:00 - 13/01/2025 15:00:00","BZN|DE-LU","Sequence 1","104.67","",""
"13/01/2025 14:45:00 - 13/01/2025 15:00:00","BZN|DE-LU","Sequence 2","142.9","",""
"13/01/2025 15:00:00 - 13/01/2025 15:15:00","BZN|DE-LU","Sequence 1","138.2","",""
"13/01/2025 15:00:00 - 13/01/2025 15:15:00","BZN|DE-LU","Sequence 2","108.4","",""
"13/01/2025 15:15:00 - 13/01/2025 15:30:00","BZN|DE-LU","Sequence 1","138.2","",""
"13/01/2025 15:15:00 - 13/01/2025 15:30:00","BZN|DE-LU","Sequence 2","129.2","",""
"13/01/2025 15:30:00 - 13/01/2025 15:45:00","BZN|DE-LU","Sequence 1","138.2","",""
"13/01/2025 15:30:00 - 13/01/2025 15:45:00","BZN|DE-LU","Sequence 2","140.4","",""
"13/01/2025 15:45:00 - 13/01/2025 16:00:00","BZN|DE-LU","Sequence 1","138.2","",""
"13/01/2025 15:45:00 - 13/01/2025 16:00:00","BZN|DE-LU","Sequence 2","151.8","",""
"13/01/2025 16:00:00 - 13/01/2025 16:15:00","BZN|DE-LU","Sequence 1","142.62","",""
"13/01/2025 16:00:00 - 13/01/2025 16:15:00","BZN|DE-LU","Sequence 2","121.0","",""
"13/01/2025 16:15:00 - 13/01/2025 16:30:00","BZN|DE-LU","Sequence 1","142.62","",""
"13/01/2025 16:15:00 - 13/01/2025 16:30:00","BZN|DE-LU","Sequence 2","134.0","",""
"13/01/2025 16:30:00 - 13/01/2025 16:45:00","BZN|DE-LU","Sequence 1","142.62","",""
"13/01/2025 16:30:00 - 13/01/2025 16:45:00","BZN|DE-LU","Sequence 2","153.8","",""
"13/01/2025 16:45:00 - 13/01/2025 17:00:00","BZN|DE-LU","Sequence 1","142.62","",""
"13/01/2025 16:45:00 - 13/01/2025 17:00:00","BZN|DE-LU","Sequence 2","147.21","",""
"13/01/2025 17:00:00 - 13/01/2025 17:15:00","BZN|DE-LU","Sequence 1","149.0","",""
"13/01/2025 17:00:00 - 13/01/2025 17:15:00","BZN|DE-LU","Sequence 2","145.4","",""
"13/01/2025 17:15:00 - 13/01/2025 17:30:00","BZN|DE-LU","Sequence 1","149.0","",""
"13/01/2025 17:15:00 - 13/01/2025 17:30:00","BZN|DE-LU","Sequence 2","146.3","",""
"13/01/2025 17:30:00 - 13/01/2025 17:45:00","BZN|DE-LU","Sequence 1","149.0","",""
"13/01/2025 17:30:00 - 13/01/2025 17:45:00","BZN|DE-LU","Sequence 2","158.4","",""
"13/01/2025 17:45:00 - 13/01/2025 18:00:00","BZN|DE-LU","Sequence 1","149.0","",""
"13/01/2025 17:45:00 - 13/01/2025 18:00:00","BZN|DE-LU","Sequence 2","164.63","",""
"13/01/2025 18:00:00 - 13/01/2025 18:15:00","BZN|DE-LU","Sequence 1","149.0","",""
"13/01/2025 18:00:00 - 13/01/2025 18:15:00","BZN|DE-LU","Sequence 2","172.3","",""
"13/01/2025 18:15:00 - 13/01/2025 18:30:00","BZN|DE-LU","Sequence 1","149.0","",""
"13/01/2025 18:15:00 - 13/01/2025 18:30:00","BZN|DE-LU","Sequence 2","154.7","",""
"13/01/2025 18:30:00 - 13/01/2025 18:45:00","BZN|DE-LU","Sequence 1","149.0","",""
"13/01/2025 18:30:00 - 13/01/2025 18:45:00","BZN|DE-LU","Sequence 2","152.48","",""
"13/01/2025 18:45:00 - 13/01/2025 19:00:00","BZN|DE-LU","Sequence 1","149.0","",""
"13/01/2025 18:45:00 - 13/01/2025 19:00:00","BZN|DE-LU","Sequence 2","110.1","",""
"13/01/2025 19:00:00 - 13/01/2025 19:15:00","BZN|DE-LU","Sequence 1","139.73","",""
"13/01/2025 19:00:00 - 13/01/2025 19:15:00","BZN|DE-LU","Sequence 2","184.91","",""
"13/01/2025 19:15:00 - 13/01/2025 19:30:00","BZN|DE-LU","Sequence 1","139.73","",""
"13/01/2025 19:15:00 - 13/01/2025 19:30:00","BZN|DE-LU","Sequence 2","151.08","",""
"13/01/2025 19:30:00 - 13/01/2025 19:45:00","BZN|DE-LU","Sequence 1","139.73","",""
"13/01/2025 19:30:00 - 13/01/2025 19:45:00","BZN|DE-LU","Sequence 2","112.6","",""
"13/01/2025 19:45:00 - 13/01/2025 20:00:00","BZN|DE-LU","Sequence 1","139.73","",""
"13/01/2025 19:45:00 - 13/01/2025 20:00:00","BZN|DE-LU","Sequence 2","100.1","",""
"13/01/2025 20:00:00 - 13/01/2025 20:15:00","BZN|DE-LU","Sequence 1","123.18","",""
"13/01/2025 20:00:00 - 13/01/2025 20:15:00","BZN|DE-LU","Sequence 2","139.31","",""
"13/01/2025 20:15:00 - 13/01/2025 20:30:00","BZN|DE-LU","Sequence 1","123.18","",""
"13/01/2025 20:15:00 - 13/01/2025 20:30:00","BZN|DE-LU","Sequence 2","143.7","",""
"13/01/2025 20:30:00 - 13/01/2025 20:45:00","BZN|DE-LU","Sequence 1","123.18","",""
"13/01/2025 20:30:00 - 13/01/2025 20:45:00","BZN|DE-LU","Sequence 2","127.4","",""
"13/01/2025 20:45:00 - 13/01/2025 21:00:00","BZN|DE-LU","Sequence 1","123.18","",""
"13/01/2025 20:45:00 - 13/01/2025 21:00:00","BZN|DE-LU","Sequence 2","110.4","",""
"13/01/2025 21:00:00 - 13/01/2025 21:15:00","BZN|DE-LU","Sequence 1","120.22","",""
"13/01/2025 21:00:00 - 13/01/2025 21:15:00","BZN|DE-LU","Sequence 2","123.3","",""
"13/01/2025 21:15:00 - 13/01/2025 21:30:00","BZN|DE-LU","Sequence 1","120.22","",""
"13/01/2025 21:15:00 - 13/01/2025 21:30:00","BZN|DE-LU","Sequence 2","130.2","",""
"13/01/2025 21:30:00 - 13/01/2025 21:45:00","BZN|DE-LU","Sequence 1","120.22","",""
"13/01/2025 21:30:00 - 13/01/2025 21:45:00","BZN|DE-LU","Sequence 2","113.6","",""
"13/01/2025 21:45:00 - 13/01/2025 22:00:00","BZN|DE-LU","Sequence 1","120.22","",""
"13/01/2025 21:45:00 - 13/01/2025 22:00:00","BZN|DE-LU","Sequence 2","97.4","",""
"13/01/2025 22:00:00 - 13/01/2025 22:15:00","BZN|DE-LU","Sequence 1","115.57","",""
"13/01/2025 22:00:00 - 13/01/2025 22:15:00","BZN|DE-LU","Sequence 2","130.6","",""
"13/01/2025 22:15:00 - 13/01/2025 22:30:00","BZN|DE-LU","Sequence 1","115.57","",""
"13/01/2025 22:15:00 - 13/01/2025 22:30:00","BZN|DE-LU","Sequence 2","121.6","",""
"13/01/2025 22:30:00 - 13/01/2025 22:45:00","BZN|DE-LU","Sequence 1","115.57","",""
"13/01/2025 22:30:00 - 13/01/2025 22:45:00","BZN|DE-LU","Sequence 2","111.8","",""
"13/01/2025 22:45:00 - 13/01/2025 23:00:00","BZN|DE-LU","Sequence 1","115.57","",""
"13/01/2025 22:45:00 - 13/01/2025 23:00:00","BZN|DE-LU","Sequence 2","86.41","",""
"13/01/2025 23:00:00 - 13/01/2025 23:15:00","BZN|DE-LU","Sequence 1","102.31","",""
"13/01/2025 23:00:00 - 13/01/2025 23:15:00","BZN|DE-LU","Sequence 2","122.79","",""
"13/01/2025 23:15:00 - 13/01/2025 23:30:00","BZN|DE-LU","Sequence 1","102.31","",""
"13/01/2025 23:15:00 - 13/01/2025 23:30:00","BZN|DE-LU","Sequence 2","103.3","",""
"13/01/2025 23:30:00 - 13/01/2025 23:45:00","BZN|DE-LU","Sequence 1","102.31","",""
"13/01/2025 23:30:00 - 13/01/2025 23:45:00","BZN|DE-LU","Sequence 2","90.4","",""
"13/01/2025 23:45:00 - 14/01/2025 00:00:00","BZN|DE-LU","Sequence 1","102.31","",""
"13/01/2025 23:45:00 - 14/01/2025 00:00:00","BZN|DE-LU","Sequence 2","74.9","",""
"14/01/2025 00:00:00 - 14/01/2025 00:15:00","BZN|DE-LU","Sequence 1","106.38","",""
"14/01/2025 00:00:00 - 14/01/2025 00:15:00","BZN|DE-LU","Sequence 2","132.29","",""
"14/01/2025 00:15:00 - 14/01/2025 00:30:00","BZN|DE-LU","Sequence 1","106.38","",""
"14/01/2025 00:15:00 - 14/01/2025 00:30:00","BZN|DE-LU","Sequence 2","113.6","",""
"14/01/2025 00:30:00 - 14/01/2025 00:45:00","BZN|DE-LU","Sequence 1","106.38","",""
"14/01/2025 00:30:00 - 14/01/2025 00:45:00","BZN|DE-LU","Sequence 2","100.6","",""
"14/01/2025 00:45:00 - 14/01/2025 01:00:00","BZN|DE-LU","Sequence 1","106.38","",""
"14/01/2025 00:45:00 - 14/01/2025 01:00:00","BZN|DE-LU","Sequence 2","91.3","",""
"14/01/2025 01:00:00 - 14/01/2025 01:15:00","BZN|DE-LU","Sequence 1","103.7","",""
"14/01/2025 01:00:00 - 14/01/2025 01:15:00","BZN|DE-LU","Sequence 2","117.39","",""
"14/01/2025 01:15:00 - 14/01/2025 01:30:00","BZN|DE-LU","Sequence 1","103.7","",""
"14/01/2025 01:15:00 - 14/01/2025 01:30:00","BZN|DE-LU","Sequence 2","106.3","",""
"14/01/2025 01:30:00 - 14/01/2025 01:45:00","BZN|DE-LU","Sequence 1","103.7","",""
"14/01/2025 01:30:00 - 14/01/2025 01:45:00","BZN|DE-LU","Sequence 2","100.1","",""
"14/01/2025 01:45:00 - 14/01/2025 02:00:00","BZN|DE-LU","Sequence 1","103.7","",""
"14/01/2025 01:45:00 - 14/01/2025 02:00:00","BZN|DE-LU","Sequence 2","94.5","",""
"14/01/2025 02:00:00 - 14/01/2025 02:15:00","BZN|DE-LU","Sequence 1","99.08","",""
"14/01/2025 02:00:00 - 14/01/2025 02:15:00","BZN|DE-LU","Sequence 2","106.71","",""
"14/01/2025 02:15:00 - 14/01/2025 02:30:00","BZN|DE-LU","Sequence 1","99.08","",""
"14/01/2025 02:15:00 - 14/01/2025 02:30:00","BZN|DE-LU","Sequence 2","98.5","",""
"14/01/2025 02:30:00 - 14/01/2025 02:45:00","BZN|DE-LU","Sequence 1","99.08","",""
"14/01/2025 02:30:00 - 14/01/2025 02:45:00","BZN|DE-LU","Sequence 2","96.9","",""
"14/01/2025 02:45:00 - 14/01/2025 03:00:00","BZN|DE-LU","Sequence 1","99.08","",""
"14/01/2025 02:45:00 - 14/01/2025 03:00:00","BZN|DE-LU","Sequence 2","96.2","",""
"14/01/2025 03:00:00 - 14/01/2025 03:15:00","BZN|DE-LU","Sequence 1","97.99","",""
"14/01/2025 03:00:00 - 14/01/2025 03:15:00","BZN|DE-LU","Sequence 2","96.64","",""
"14/01/2025 03:15:00 - 14/01/2025 03:30:00","BZN|DE-LU","Sequence 1","97.99","",""
"14/01/2025 03:15:00 - 14/01/2025 03:30:00","BZN|DE-LU","Sequence 2","97.1","",""
"14/01/2025 03:30:00 - 14/01/2025 03:45:00","BZN|DE-LU","Sequence 1","97.99","",""
"14/01/2025 03:30:00 - 14/01/2025 03:45:00","BZN|DE-LU","Sequence 2","98.0","",""
"14/01/2025 03:45:00 - 14/01/2025 04:00:00","BZN|DE-LU","Sequence 1","97.99","",""
"14/01/2025 03:45:00 - 14/01/2025 04:00:00","BZN|DE-LU","Sequence 2","100.3","",""
"14/01/2025 04:00:00 - 14/01/2025 04:15:00","BZN|DE-LU","Sequence 1","101.88","",""
"14/01/2025 04:00:00 - 14/01/2025 04:15:00","BZN|DE-LU","Sequence 2","86.2","",""
"14/01/2025 04:15:00 - 14/01/2025 04:30:00","BZN|DE-LU","Sequence 1","101.88","",""
"14/01/2025 04:15:00 - 14/01/2025 04:30:00","BZN|DE-LU","Sequence 2","93.3","",""
"14/01/2025 04:30:00 - 14/01/2025 04:45:00","BZN|DE-LU","Sequence 1","101.88","",""
"14/01/2025 04:30:00 - 14/01/2025 04:45:00","BZN|DE-LU","Sequence 2","103.5","",""
"14/01/2025 04:45:00 - 14/01/2025 05:00:00","BZN|DE-LU","Sequence 1","101.88","",""
"14/01/2025 04:45:00 - 14/01/2025 05:00:00","BZN|DE-LU","Sequence 2","113.17","",""
"14/01/2025 05:00:00 - 14/01/2025 05:15:00","BZN|DE-LU","Sequence 1","107.64","",""
"14/01/2025 05:00:00 - 14/01/2025 05:15:00","BZN|DE-LU","Sequence 2","95.9","",""
"14/01/2025 05:15:00 - 14/01/2025 05:30:00","BZN|DE-LU","Sequence 1","107.64","",""
"14/01/2025 05:15:00 - 14/01/2025 05:30:00","BZN|DE-LU","Sequence 2","107.5","",""
"14/01/2025 05:30:00 - 14/01/2025 05:45:00","BZN|DE-LU","Sequence 1","107.64","",""
"14/01/2025 05:30:00 - 14/01/2025 05:45:00","BZN|DE-LU","Sequence 2","110.6","",""
"14/01/2025 05:45:00 - 14/01/2025 06:00:00","BZN|DE-LU","Sequence 1","107.64","",""
"14/01/2025 05:45:00 - 14/01/2025 06:00:00","BZN|DE-LU","Sequence 2","129.0","",""
"14/01/2025 06:00:00 - 14/01/2025 06:15:00","BZN|DE-LU","Sequence 1","123.4","",""
"14/01/2025 06:00:00 - 14/01/2025 06:15:00","BZN|DE-LU","Sequence 2","90.4","",""
"14/01/2025 06:15:00 - 14/01/2025 06:30:00","BZN|DE-LU","Sequence 1","123.4","",""
"14/01/2025 06:15:00 - 14/01/2025 06:30:00","BZN|DE-LU","Sequence 2","117.4","",""
"14/01/2025 06:30:00 - 14/01/2025 06:45:00","BZN|DE-LU","Sequence 1","123.4","",""
"14/01/2025 06:30:00 - 14/01/2025 06:45:00","BZN|DE-LU","Sequence 2","139.9","",""
"14/01/2025 06:45:00 - 14/01/2025 07:00:00","BZN|DE-LU","Sequence 1","123.4","",""
"14/01/2025 06:45:00 - 14/01/2025 07:00:00","BZN|DE-LU","Sequence 2","169.08","",""
"14/01/2025 07:00:00 - 14/01/2025 07:15:00","BZN|DE-LU","Sequence 1","156.62","",""
"14/01/2025 07:00:00 - 14/01/2025 07:15:00","BZN|DE-LU","Sequence 2","120.0","",""
"14/01/2025 07:15:00 - 14/01/2025 07:30:00","BZN|DE-LU","Sequence 1","156.62","",""
"14/01/2025 07:15:00 - 14/01/2025 07:30:00","BZN|DE-LU","Sequence 2","139.97","",""
"14/01/2025 07:30:00 - 14/01/2025 07:45:00","BZN|DE-LU","Sequence 1","156.62","",""
"14/01/2025 07:30:00 - 14/01/2025 07:45:00","BZN|DE-LU","Sequence 2","159.98","",""
"14/01/2025 07:45:00 - 14/01/2025 08:00:00","BZN|DE-LU","Sequence 1","156.62","",""
"14/01/2025 07:45:00 - 14/01/2025 08:00:00","BZN|DE-LU","Sequence 2","184.46","",""
"14/01/2025 08:00:00 - 14/01/2025 08:15:00","BZN|DE-LU","Sequence 1","184.03","",""
"14/01/2025 08:00:00 - 14/01/2025 08:15:00","BZN|DE-LU","Sequence 2","163.7","",""
"14/01/2025 08:15:00 - 14/01/2025 08:30:00","BZN|DE-LU","Sequence 1","184.03","",""
"14/01/2025 08:15:00 - 14/01/2025 08:30:00","BZN|DE-LU","Sequence 2","164.2","",""
"14/01/2025 08:30:00 - 14/01/2025 08:45:00","BZN|DE-LU","Sequence 1","184.03","",""
"14/01/2025 08:30:00 - 14/01/2025 08:45:00","BZN|DE-LU","Sequence 2","154.9","",""
"14/01/2025 08:45:00 - 14/01/2025 09:00:00","BZN|DE-LU","Sequence 1","184.03","",""
"14/01/2025 08:45:00 - 14/01/2025 09:00:00","BZN|DE-LU","Sequence 2","146.3","",""
"14/01/2025 09:00:00 - 14/01/2025 09:15:00","BZN|DE-LU","Sequence 1","151.86","",""
"14/01/2025 09:00:00 - 14/01/2025 09:15:00","BZN|DE-LU","Sequence 2","178.4","",""
"14/01/2025 09:15:00 - 14/01/2025 09:30:00","BZN|DE-LU","Sequence 1","151.86","",""
"14/01/2025 09:15:00 - 14/01/2025 09:30:00","BZN|DE-LU","Sequence 2","150.7","",""
"14/01/2025 09:30:00 - 14/01/2025 09:45:00","BZN|DE-LU","Sequence 1","151.86","",""
"14/01/2025 09:30:00 - 14/01/2025 09:45:00","BZN|DE-LU","Sequence 2","133.05","",""
"14/01/2025 09:45:00 - 14/01/2025 10:00:00","BZN|DE-LU","Sequence 1","151.86","",""
"14/01/2025 09:45:00 - 14/01/2025 10:00:00","BZN|DE-LU","Sequence 2","114.96","",""
"14/01/2025 10:00:00 - 14/01/2025 10:15:00","BZN|DE-LU","Sequence 1","117.62","",""
"14/01/2025 10:00:00 - 14/01/2025 10:15:00","BZN|DE-LU","Sequence 2","155.5","",""
"14/01/2025 10:15:00 - 14/01/2025 10:30:00","BZN|DE-LU","Sequence 1","117.62","",""
"14/01/2025 10:15:00 - 14/01/2025 10:30:00","BZN|DE-LU","Sequence 2","132.7","",""
"14/01/2025 10:30:00 - 14/01/2025 10:45:00","BZN|DE-LU","Sequence 1","117.62","",""
"14/01/2025 10:30:00 - 14/01/2025 10:45:00","BZN|DE-LU","Sequence 2","106.81","",""
"14/01/2025 10:45:00 - 14/01/2025 11:00:00","BZN|DE-LU","Sequence 1","117.62","",""
"14/01/2025 10:45:00 - 14/01/2025 11:00:00","BZN|DE-LU","Sequence 2","108.6","",""
"14/01/2025 11:00:00 - 14/01/2025 11:15:00","BZN|DE-LU","Sequence 1","109.31","",""
"14/01/2025 11:00:00 - 14/01/2025 11:15:00","BZN|DE-LU","Sequence 2","134.4","",""
"14/01/2025 11:15:00 - 14/01/2025 11:30:00","BZN|DE-LU","Sequence 1","109.31","",""
"14/01/2025 11:15:00 - 14/01/2025 11:30:00","BZN|DE-LU","Sequence 2","122.8","",""
"14/01/2025 11:30:00 - 14/01/2025 11:45:00","BZN|DE-LU","Sequence 1","109.31","",""
"14/01/2025 11:30:00 - 14/01/2025 11:45:00","BZN|DE-LU","Sequence 2","119.7","",""
"14/01/2025 11:45:00 - 14/01/2025 12:00:00","BZN|DE-LU","Sequence 1","109.31","",""
"14/01/2025 11:45:00 - 14/01/2025 12:00:00","BZN|DE-LU","Sequence 2","95.3","",""
"14/01/2025 12:00:00 - 14/01/2025 12:15:00","BZN|DE-LU","Sequence 1","103.11","",""
"14/01/2025 12:00:00 - 14/01/2025 12:15:00","BZN|DE-LU","Sequence 2","106.82","",""
"14/01/2025 12:15:00 - 14/01/2025 12:30:00","BZN|DE-LU","Sequence 1","103.11","",""
"14/01/2025 12:15:00 - 14/01/2025 12:30:00","BZN|DE-LU","Sequence 2","92.57","",""
"14/01/2025 12:30:00 - 14/01/2025 12:45:00","BZN|DE-LU","Sequence 1","103.11","",""
"14/01/2025 12:30:00 - 14/01/2025 12:45:00","BZN|DE-LU","Sequence 2","120.2","",""
"14/01/2025 12:45:00 - 14/01/2025 13:00:00","BZN|DE-LU","Sequence 1","103.11","",""
"14/01/2025 12:45:00 - 14/01/2025 13:00:00","BZN|DE-LU","Sequence 2","118.9","",""
"14/01/2025 13:00:00 - 14/01/2025 13:15:00","BZN|DE-LU","Sequence 1","108.11","",""
"14/01/2025 13:00:00 - 14/01/2025 13:15:00","BZN|DE-LU","Sequence 2","90.1","",""
"14/01/2025 13:15:00 - 14/01/2025 13:30:00","BZN|DE-LU","Sequence 1","108.11","",""
"14/01/2025 13:15:00 - 14/01/2025 13:30:00","BZN|DE-LU","Sequence 2","116.5","",""
"14/01/2025 13:30:00 - 14/01/2025 13:45:00","BZN|DE-LU","Sequence 1","108.11","",""
"14/01/2025 13:30:00 - 14/01/2025 13:45:00","BZN|DE-LU","Sequence 2","121.7","",""
"14/01/2025 13:45:00 - 14/01/2025 14:00:00","BZN|DE-LU","Sequence 1","108.11","",""
"14/01/2025 13:45:00 - 14/01/2025 14:00:00","BZN|DE-LU","Sequence 2","122.5","",""
"14/01/2025 14:00:00 - 14/01/2025 14:15:00","BZN|DE-LU","Sequence 1","115.35","",""
